category_A,category_B,support,confidence,lift,leverage
Cà Phê Đóng Chai,Sữa Chua Ăn,0.0033867690223526757,0.3125,2.8246173469387754,0.0021877503212804255
Nước Suối,Socola,0.0056446150372544595,0.28735632183908044,2.8219537681270226,0.003644364324075383
"Nước Súc Miệng, Xịt Thơm Miệng",Bàn Chải Đánh Răng,0.21946263264845337,0.8053024026512013,2.821743940935262,0.14168710189788042
Bàn Chải Đánh Răng,"Nước Súc Miệng, Xịt Thơm Miệng",0.21946263264845337,0.7689873417721519,2.821743940935262,0.14168710189788042
"Bột Socola, Ca Cao",Mì Ăn Liền,0.0033867690223526757,0.39473684210526316,2.8198217317487266,0.0021857111738296225
Sữa Đặc,Trà Đóng Chai,0.003612553623842854,0.1839080459770115,2.818438531599252,0.0023307965149542663
"Dao Cạo, Tẩy Lông","Nước Súc Miệng, Xịt Thơm Miệng",0.009708737864077669,0.7678571428571429,2.8175967570126645,0.0062629865017105124
Ủ Tóc,Bàn Chải Đánh Răng,0.06344547301874012,0.8028571428571428,2.8131758589511753,0.040892502212857326
Bàn Chải Đánh Răng,Ủ Tóc,0.06344547301874012,0.22231012658227847,2.8131758589511753,0.040892502212857326
"Tăng Lực, Bù Khoáng",Socola,0.011740799277489276,0.2857142857142857,2.80582831802344,0.00755636675106868
Món Ăn Nhanh Khác,Socola,0.004515692029803568,0.2857142857142857,2.80582831802344,0.0029062949042571846
"Bánh Kem, Bánh Lạnh",Sữa Chua Ăn,0.006096184240234816,0.3103448275862069,2.805137227304715,0.0039229628445413625
Món Ăn Nhanh Khác,Bia,0.005418830435764281,0.34285714285714286,2.801686874011597,0.0034846990786774968
Phụ Kiện Nữ,"Nước Súc Miệng, Xịt Thơm Miệng",0.006547753443215173,0.7631578947368421,2.800353202808181,0.004209565018751745
Soju,"Cà Phê Hạt, Phin",0.003160984420862497,0.1794871794871795,2.7991152040447815,0.0020317045626077144
Mì Ý,"Bình Nước, Ly Nước",0.003160984420862497,0.27450980392156865,2.7949515438359254,0.0020300222659608022
Đậu Hủ,Sữa Có Đường,0.003160984420862497,0.42424242424242425,2.7919311990634426,0.0020287987774903204
Xương,Kem Đánh Răng,0.0038383382253330323,0.85,2.7906968124536693,0.00246293326976631
"Bánh Que, Bánh Gấu","Bánh, Ngũ Cốc",0.0083540302551366,0.18877551020408162,2.786955782312925,0.005356483502455974
Trà Sấy Khô,Nước Trái Cây,0.010160307067058026,0.25,2.782035175879397,0.006508193982669591
Rượu Mạnh,Bia,0.003612553623842854,0.3404255319148936,2.781816754337756,0.00231392256979887
"Tô, Chén, Đĩa, Muỗng, Đũa",Sữa Có Đường,0.009257168661097314,0.422680412371134,2.7816516291110736,0.00592922904270031
Cà Phê Đóng Chai,Bánh Quy,0.005418830435764281,0.5,2.775062656641604,0.0034661428368751883
Bột Ăn Dặm,Bánh Quy,0.0033867690223526757,0.5,2.775062656641604,0.0021663392730469928
"Há Cảo, Dim Sum",Mì Ăn Liền,0.011289230074508919,0.3875968992248062,2.7688172043010755,0.007211954746628027
Phụ Kiện Nữ,Bàn Chải Đánh Răng,0.006773538044705351,0.7894736842105263,2.7662808127914724,0.004324929785780933
Thịt Khô,Socola,0.008128245653646421,0.28125,2.761987250554324,0.00518534805264732
"Pizza, Mì, Cơm Đông Lạnh",Bia,0.0056446150372544595,0.33783783783783783,2.760671187792959,0.0035999618883341446
"Há Cảo, Dim Sum",Nước Trái Cây,0.007225107247685708,0.24806201550387597,2.760469011725293,0.0046077595372073284
Ủ Tóc,"Khăn Tắm, Bông Tắm",0.011966583878979453,0.15142857142857144,2.759988242210465,0.007630846611709263
"Khăn Tắm, Bông Tắm",Ủ Tóc,0.011966583878979453,0.21810699588477367,2.7599882422104645,0.007630846611709263
"Thịt Xay, Đùi, Vai, Nạc",Bàn Chải Đánh Răng,0.01241815308195981,0.7857142857142857,2.753108047016275,0.00790755892078325
Thủy Sản Khô,Socola,0.007902461052156242,0.28,2.7497117516629714,0.005028537613680558
Xúc Xích,Đồ Uống Khác,0.004289907428313389,0.16379310344827586,2.7478774817136884,0.0027287361399785
Soju,Mì Ăn Liền,0.006773538044705351,0.38461538461538464,2.747518610421836,0.004308208776684348
"Nhà Vệ Sinh, Cát Vệ Sinh",Khử Mùi,0.007450891849175886,0.4583333333333333,2.7468989625620206,0.004738417910117541
Xương,Sữa Tắm,0.003612553623842854,0.8,2.746666666666667,0.0022973035180748245
Cà Phê Đóng Chai,Sữa Có Đường,0.004515692029803568,0.4166666666666667,2.7420752847944527,0.002868876548534947
Bánh Bông Lan,"Cà Phê Hạt, Phin",0.007225107247685708,0.17582417582417584,2.741990403962235,0.004590120911757882
Pizza,Đồ Uống Khác,0.0033867690223526757,0.16304347826086957,2.7353013833992095,0.0021485986902250055
"Sữa Hạt, Sữa Đậu",Cà Phê Hòa Tan,0.011740799277489276,0.22807017543859648,2.7300616405879565,0.007440237303745441
Pizza,"Bánh, Ngũ Cốc",0.0038383382253330323,0.18478260869565216,2.7280072463768112,0.002431326484278861
Rong Biển,"Bình Nước, Ly Nước",0.008579814856626778,0.2676056338028169,2.7246559818682208,0.005430861405724019
Phụ Kiện Nữ,Dầu Xả,0.006321968841724994,0.7368421052631579,2.7172969893509795,0.003995403557731144
Mặt Nạ,Nước Trái Cây,0.006999322646195529,0.2440944881889764,2.716317809520041,0.004422553969988132
Dầu Xả,"Nước Súc Miệng, Xịt Thơm Miệng",0.2004967261232784,0.7393838467943381,2.713116037657103,0.1265976656553685
"Nước Súc Miệng, Xịt Thơm Miệng",Dầu Xả,0.2004967261232784,0.7357083678541839,2.713116037657103,0.1265976656553685
Bột Các Loại,Đồ Uống Khác,0.0083540302551366,0.1615720524017467,2.7106159851793037,0.005272062797992725
Tẩy Tế Bào Chết,Nước Có Ga,0.003160984420862497,0.5,2.7105263157894735,0.001994795993748178
"Nước Súc Miệng, Xịt Thơm Miệng",Kem Đánh Răng,0.22488146308421766,0.8251864125932062,2.709229519181105,0.14187577401576598
Kem Đánh Răng,"Nước Súc Miệng, Xịt Thơm Miệng",0.22488146308421766,0.7383246849518161,2.709229519181105,0.14187577401576598
Vớ,Khử Mùi,0.003160984420862497,0.45161290322580644,2.7066218516740146,0.001993113697101265
Thực Phẩm Chế Biến Khác,Mì Ăn Liền,0.0056446150372544595,0.3787878787878788,2.7058895405669596,0.003558567195082841
Pizza,Trà Túi Lọc,0.003612553623842854,0.17391304347826086,2.7026697177726926,0.0022758924698413913
"Bánh Que, Bánh Gấu","Bình Nước, Ly Nước",0.011740799277489276,0.2653061224489796,2.701243255923059,0.00739435648610237
Sữa Đặc,Kẹo,0.010386091668548205,0.5287356321839081,2.694787243892438,0.006531950050471448
"Chả Giò, Chả Rế",Mì Ăn Liền,0.005193045834274102,0.3770491803278688,2.693469063987308,0.003265031919539727
"Chả Lụa, Nem",Sữa Chua Ăn,0.003160984420862497,0.2978723404255319,2.692401215805471,0.0019869452760625855
Mặt Nạ,Trà Túi Lọc,0.004967261232783924,0.1732283464566929,2.692029285812958,0.0031220876832384267
Chăm Sóc Sức Khỏe,Dầu Gội,0.005193045834274102,0.8214285714285714,2.690907650042265,0.003263196686834005
Dầu Xả,Bàn Chải Đánh Răng,0.20817340257394445,0.7676935886761033,2.6899643229797956,0.1307844941800438
Bàn Chải Đánh Răng,Dầu Xả,0.20817340257394445,0.7294303797468354,2.6899643229797956,0.1307844941800438
Bánh Xốp,"Cà Phê Hạt, Phin",0.0056446150372544595,0.1724137931034483,2.6888052452646916,0.0035453127366526205
Thịt Khô,Sữa Chua Ăn,0.008579814856626778,0.296875,2.6833864795918365,0.005382431653767445
Trái Cây Sấy,Socola,0.013321291487920524,0.27314814814814814,2.6824238318140754,0.008355151786234541
Gia Vị Hoàn Chỉnh,Sữa Không Đường,0.011740799277489276,0.22807017543859648,2.6793708408953414,0.007358875320458395
Phụ Kiện Nữ,Kem Đánh Răng,0.006999322646195529,0.8157894736842105,2.678377745698568,0.004386053230618757
Váng Sữa,Bánh Snack,0.004289907428313389,0.95,2.67826225334182,0.0026881571057075174
Thủy Sản Khô,Sữa Chua Ăn,0.0083540302551366,0.296,2.675477551020408,0.005231585721094282
Topokki,Bia,0.0040641228268232105,0.32727272727272727,2.6743374706474334,0.0025444481891121655
Bàn Chải Đánh Răng,Kem Đánh Răng,0.23233235493339355,0.8140822784810127,2.672772728978803,0.1454067617415767
Kem Đánh Răng,Bàn Chải Đánh Răng,0.23233235493339355,0.7627872498146775,2.672772728978803,0.1454067617415767
Thủy Sản Khô,Nước Trái Cây,0.006773538044705351,0.24,2.6707537688442207,0.004237348402768938
Sữa Không Đường,Đồ Uống Khác,0.013547076089410703,0.15915119363395225,2.670002411381722,0.008473269402322313
Đồ Uống Khác,Sữa Không Đường,0.013547076089410703,0.22727272727272727,2.6700024113817213,0.008473269402322313
Chân Giò,Bàn Chải Đánh Răng,0.003612553623842854,0.7619047619047619,2.669680530440024,0.002259375375489886
Ủ Tóc,Răng Miệng,0.024384736960939263,0.30857142857142855,2.6692633928571428,0.015249356381341167
Răng Miệng,Ủ Tóc,0.024384736960939263,0.2109375,2.6692633928571428,0.015249356381341167
"Pizza, Mì, Cơm Đông Lạnh",Sữa Có Đường,0.006773538044705351,0.40540540540540543,2.66796514196217,0.004234697511082894
Sữa Rửa Mặt,Socola,0.003612553623842854,0.2711864406779661,2.6631590815137733,0.002256061760882331
"Bánh Bao, Bánh Giò",Cà Phê Hòa Tan,0.004515692029803568,0.2222222222222222,2.66006006006006,0.0028181017770099485
Chân Giò,Dầu Gội,0.0038383382253330323,0.8095238095238095,2.65190898844745,0.0023909513647529593
"Bánh Tráng, Bánh Phồng",Đồ Uống Khác,0.0033867690223526757,0.15789473684210525,2.6489234449760763,0.0021082235706991028
"Nước Rửa Tay, Dưỡng Da Tay, Rửa Tay Khô",Răng Miệng,0.009257168661097314,0.30597014925373134,2.6467613106343286,0.005759622953479758
"Bánh Kem, Bánh Lạnh",Trà Đóng Chai,0.0033867690223526757,0.1724137931034483,2.642286123374299,0.0021050119134640877
Vớ,Dầu Gội,0.0056446150372544595,0.8064516129032258,2.6418448177133036,0.0035079963383029228
"Túi Rác, Sọt Rác",Sữa Tắm,0.011966583878979453,0.7681159420289855,2.63719806763285,0.007428971014079752
Đồ Chơi Bé Gái,Nước Có Ga,0.0038383382253330323,0.4857142857142857,2.6330827067669174,0.0023806026914401333
"Dao Cạo, Tẩy Lông",Dầu Gội,0.010160307067058026,0.8035714285714286,2.6324096576500424,0.006300608772177831
Topokki,Sữa Chua Ăn,0.003612553623842854,0.2909090909090909,2.6294619666048233,0.002238678028864234
"Miến, Bún Khô",Bia,0.008128245653646421,0.32142857142857145,2.6265814443858724,0.005033635482307566
"Cà Phê Hạt, Phin",Trà Túi Lọc,0.010837660871528562,0.16901408450704225,2.6265381764269833,0.006711446004828396
"Thịt Xay, Đùi, Vai, Nạc",Kem Đánh Răng,0.012643937683449989,0.8,2.626538176426983,0.00783002033896646
Trà Túi Lọc,"Cà Phê Hạt, Phin",0.010837660871528562,0.16842105263157894,2.626538176426983,0.006711446004828396
"Bánh Que, Bánh Gấu","Cà Phê Hạt, Phin",0.007450891849175886,0.1683673469387755,2.6257006323656222,0.004613214256638227
Xúc Xích,Socola,0.006999322646195529,0.2672413793103448,2.624417004358131,0.004332321695290094
"Tô, Chén, Đĩa, Muỗng, Đũa","Bình Nước, Ly Nước",0.0056446150372544595,0.25773195876288657,2.624126081289252,0.003493569370088491
Răng Miệng,"Nước Súc Miệng, Xịt Thơm Miệng",0.08263716414540528,0.71484375,2.623067911143331,0.051133151689477
"Nước Súc Miệng, Xịt Thơm Miệng",Răng Miệng,0.08263716414540528,0.3032311516155758,2.6230679111433304,0.051133151689477
Xương,Dầu Gội,0.003612553623842854,0.8,2.6207100591715977,0.002234089947099927
Ủ Tóc,Khử Mùi,0.03454504402799729,0.43714285714285717,2.6198994780591534,0.021359406824241443
Khử Mùi,Ủ Tóc,0.03454504402799729,0.2070365358592693,2.6198994780591534,0.021359406824241443
"Pastry, Pie",Sữa Chua Uống,0.009708737864077669,0.39090909090909093,2.619268326227479,0.00600207758538025
Món Ăn Nhanh Khác,"Bình Nước, Ly Nước",0.0040641228268232105,0.2571428571428571,2.6181280788177337,0.0025118218298993155
"Chả Lụa, Nem",Bia,0.0033867690223526757,0.3191489361702128,2.6079532071916462,0.0020881379683086922
Cider,Kẹo,0.005193045834274102,0.5111111111111111,2.6049610024293566,0.0031995243076826767
"Há Cảo, Dim Sum","Bình Nước, Ly Nước",0.007450891849175886,0.2558139534883721,2.6045977011494252,0.004590222869130422
